AÑO,TRIMESTRE,PROVEEDOR,No. ACCESOS FIJOS A INTERNET,PARTICIPACIÓN
2023,1,GLOBAL PLAY SAS,1358,"0,02"
2023,1,SOTO RED S.A.S.,472,"0,01"
2023,1,HIGHTECH INGENIERIA Y TRANSPORTE,582,"0,01"
2023,1,INTELRED GROUP SAS,2113,"0,02"
2023,1,CENTURYLINK COLOMBIA S.A.,2887,"0,02"
2023,1,NETPLUS TELECOMUNICACIONES SAS,67,0
2022,4,ESPACIOS Y REDES SAS,24,0
2023,1,ULTRANET CONEXIONES INAL�MBRICAS S.A.S.,73,0
2023,1,IPCOM SISTEMAS S.A.S,320,0
2022,1,TOTAL BAND COMUNICACIONES S.A.S,502,"0,01"
2023,1,MEGANET TV S.A.S,1384,"0,02"
2023,1,GIGALAN SAS,3,0
2023,1,DIGITVNET S.A.S,1100,"0,01"
2023,1,E-GPON TELECOMUNICACIONES S.A.S.,152,0
2022,1,OPTILINK SAS,1046,"0,01"
2023,1,INTERED COLOMBIA S.A.S,697,"0,01"
2023,1,DSC TELECOMUNICACIONES S.A.S,135,0
2023,1,CABLE ANTENA LTDA,602,"0,01"
2022,4,INTEGRATEC COMUNICACIONES S.A.S,531,"0,01"
2023,1,ASOCIACI�N COMUNITARIA ALFATV,90,0
2022,2,CABLETAME S A S,5783,"0,06"
2022,1,INTERWORLD COMUNICACIONES SAS,107,0
2021,3,INTEGRATEC COMUNICACIONES S.A.S,339,0
2023,1,CF INGENIEROS S.A.S,1603,"0,02"
2023,1,TECNO MELCON SAS,371,0
2022,1,EDATEL S.A.,155920,"1,79"
2023,1,WEBNEXG S.A.S,17,0
2023,1,GALANET TELECOMUNICACIONES S.A.S.,36,0
2023,1,STARNET.NET S.A.S.,2087,"0,01"
2023,1,INTERURAL SAS,308,0
2023,1,VIVENETCO S.A.S.,116,0
2023,1,TELNET ISP S.A.S.,2031,"0,02"
2023,1,GRCOM.NET S.A.S,33,0
2023,1,ASOCIACION DE COPROPIETARIOS DE TELEVISION COMUNITARIA DE LA UNION - VALLE UNITV,754,"0,01"
2023,1,INFINIT FLOW S.A.S.,156,0
2023,1,SERVICIOS INFORMATICOS DEL CHOCO SAS,689,"0,01"
2022,4,SISTEMAS AVANZADOS EN TELECOMUNICACIONES S.A.S,4319,"0,04"
2023,1,TELECOMUNICACIONES FACILRED S.A.S.,1399,"0,02"
2023,1,INVERSIONES RIASCOS CARDENAS SAS,1,0
2023,1,NODO PACIFICO S.A.S E.S.P,57,0
2023,1,ITELKOM S.A.S.,992,0
2020,4,GLOBICNET S.A.S,39,0
2023,1,ORIENTE TELECOMUNICACIONES DE COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA,548,"0,01"
2023,1,FIBERNET TV S.A.S,2336,"0,03"
2022,1,AZTECA COMUNICACIONES COLOMBIA S.A.S,14386,"0,14"
2023,1,CONECTANDO ANDO SAS,12,0
2023,1,INVERSA S.A.S,2002,"0,02"
2023,1,IRP - ONE S.A.S,269,0
2023,1,SERVIRED SYJ S.A.S,264,0
2022,2,COLTEG COMUNICACIONES S.A.S,92,0
2021,3,INFOTERRA S.A.S,282,0
2023,1,COMPUREDES PLANETA S.A.S,2599,"0,03"
2023,1,MEGA FIBRA SAS,362,0
2023,1,WINETS S.A.S.,323,0
2023,1,INTEGRADOS S&S.NET SAS,4356,"0,05"
2023,1,KALU DE COLOMBIA SAS,4109,"0,04"
2022,1,SISTEMAS AVANZADOS EN TELECOMUNICACIONES S.A.S,4130,"0,04"
2023,1,AT�T GLOBAL NETWORK SERVICES COLOMBIA LTDA.,37,0
2023,1,10COM SAS,100,0
2023,1,INNOVA SOLUCIONES TECNOLOGICAS DE COLOMBIA SAS,725,"0,01"
2023,1,COMUNICACIONES SISTEMATIZADAS DEL META SAS,1916,"0,02"
2023,1,TECNICOM REDES Y COMUNICACIONES SAS,1,0
2022,1,FIBERLINKNETWORKS S.A.S,13385,"0,15"
2023,1,TIRIAN TELECOMUNICACIONES S.A.S.,2385,"0,03"
2023,1,SERTELCON S.A.S.,31,0
2022,1,NOVANET DIGITAL S.A.S,13,0
2023,1,WIFINET TELECOMUNICACIONES S.A.S,225,0
2021,1,SIGMA TELECOMUNICACIONES SAS,550,"0,01"
2023,1,INTERLOOP S.A.S,342,0
2023,1,CONEX-REDES S.A.S,11,0
2020,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,1172659,"15,24"
2022,2,LD LUCIANA TELECOMUNICACIONES S.A.S,676,"0,01"
2023,1,AVIDTEL E.U.,5451,"0,06"
2023,1,C&C WIFI SAS,408,0
2023,1,ASOCIACION COMUNITARIA PARA EL DESARROLLO DE ANGELOPOLIS,293,0
2023,1,DATA-TELC COMUNICACIONES SAS,869,"0,01"
2023,1,TELEMATICS NETWORK SAS,1642,"0,02"
2023,1,FIBRANET SOLUCIONES SAS,534,"0,01"
2023,1,WILGOM TELECOMUNICACIONES SAS,727,"0,01"
2023,1,COGENT COLOMBIA S.A.S,3,0
2022,1,CABLE EXPRESS DE COLOMBIA LTDA,980,"0,01"
2022,3,INTERPLUS TELECOMUNICACIONES SAS,1345,"0,02"
2022,3,GLOBENET CABOS SUBMARINOS COLOMBIA S.A.S.,31,0
2023,1,FIESTA TELECOMUNICACIONES SAS,23348,"0,27"
2022,1,SUMINISTRO LA SIERRA S.A.S,79,0
2023,1,DIRECTV COLOMBIA LTDA,122981,"1,36"
2023,1,ASOCIACION COMUNITARIA ANTENA PARABOLICA BAJO TIGUI,11,0
2023,1,A Y A RADIOCOMUNICACIONES S.A.S.,1610,"0,02"
2023,1,MILLENNIALS NETWORK S.A.S.,273,0
2022,4,VIVO TELECOMUNICACIONES S.A.S.,3301,"0,04"
2023,1,ALFA RED ENERGIA Y TELECOMUNICACIONES SAS,55,0
2023,1,CONSULNETWORKS S.A. E.S.P.,677,"0,01"
2023,1,INTERCONECTY ISP S.A.S,237,0
2023,1,L@TINNETWORK SAS,603,"0,01"
2023,1,INTERCALDAS S.A.S,81,0
2023,1,HOLANET TELECOMUNICACIONES S.A.S,77,0
2023,1,REALTIC SOLUTION S.A.S.,19,0
2023,1,RED HOGAR TELECOMUNICACIONES SAS,4039,"0,06"
2023,1,SERVICIOS DE COMUNICACIONES INTEGRALES S.A.S,170,0
2022,1,EJECOM TECNOLOGIA Y REDES DEL EJE CAFETERO S.A.S.,52,0
2023,1,INTERPLUS TELECOMUNICACIONES SAS,1345,"0,01"
2022,1,COMPA�IA ANTIOQUE�A DE TECNOLOGIA Y TELECOMUNICACIONES LTDA,427,0
2023,1,SERKOI SERVICIOS DE CONECTIVIDAD INALAMBRICA SAS,927,"0,01"
2023,1,TV SUR LTDA,0,0
2023,1,JHS INTERNET S.A.S,1365,"0,02"
2023,1,EUTA ZOMAC S.A.S,54,0
2023,1,CONEXA TELECOMUNICACIONES S.A.S,7,0
2023,1,SERVICIOS INTEGRALES DE TELECOMUNICACIONES TURISMO ENERGIA Y CONSTRUCCION SERVIT,514,"0,01"
2023,1,CONEXION DIGITAL COLOMBIA S.A.S,1182,"0,01"
2023,1,G&C INGENIEROS SAS,310,0
2023,1,IMB INGENIERIA EN REDES SAS,631,"0,01"
2023,1,S&E INVERSIONES SAS,92,0
2023,1,RADIOSAT ISP SAS,4,0
2023,1,RADIOCOMUNICACIONES HALCONES DE LA SABANA SOCIEDAD POR ACCIONES SIMPLIFICADA,13,0
2023,1,GROUP TELECOMUNICACIONES P&C SAS,3305,"0,03"
2023,1,BLUE NET COLOMBIA SAS,801,"0,01"
2023,1,REDESMAS.NET S.A.S,399,0
2022,2,SUPERCABLE TELECOMUNICACIONES SAS,1646,"0,02"
2023,1,VPN INGENIER�A EN TELECOMUNICACIONES S.A.S.,978,"0,01"
2023,1,GLOBALNET I.S.P. SAS,251,0
2020,3,GLOBICNET S.A.S,37,0
2023,1,"WHOME ""WH SAS""",209,0
2023,1,M&M INVERSIONES MORENO S.A.S,1743,"0,02"
2023,1,TELECOMUNICACIONES TECNOPUNTO S.A.S. ZOMAC,16,0
2023,1,SISTEMAS COMPUTARIZADOS DEL HUILA S.A.S.,686,"0,01"
2023,1,SOLUCIONES INTEGRALES EN TECNOLOGIA Y SEGURIDAD COMPUSEG S.A.S,511,"0,01"
2023,1,AUFI S.A.S,61,0
2023,1,CONECTATE HOGAR Y EMPRESAS SAS,593,"0,01"
2023,1,AULAS DIGITALES DE COLOMBIA LTDA,401,0
2023,1,GUAMNET S.A.S,196,0
2022,4,NATIONAL INTERDATA S.A.S.,101,0
2023,1,SERVIWISP S.A.S,302,0
2023,1,GRUPO TV MAX S.A.S.,562,0
2023,1,COLOMBIA NET DE OCCIDENTE S.A.S.,1036,"0,01"
2023,1,DEAN WISP SAS,47,0
2023,1,FIBRA100 S.A.S.,1663,"0,02"
2023,1,"SOCIEDAD DE TELEVISION, MERCADEOS Y TELECOMUNICACIONES S.A.S",5139,"0,06"
2023,1,NAVEGA COMUNICACIONES SAS,2137,"0,02"
2022,1,FIBRAWISP S.A.S,293,0
2023,1,SISTEMA COMUNITARIO MEDIOS COMUNIC TAMESIS,1165,"0,01"
2023,1,TPE COMUNICACIONES COLOMBIA SAS,9463,"0,1"
2023,1,EVERNET S.A.S.,6041,"0,07"
2023,1,INTERYA S.A.S,1186,"0,01"
2023,1,718 TRADING CO SAS,271,0
2023,1,SERVIDATA ELECTRONIC SAS,30,0
2022,1,VERIZON COLOMBIA S.A. - VERIZON BUSINESS,80,0
2022,1,ZONA WIFI INTERNETJHONF S.A.S,80,0
2023,1,WIR TECNOLOGIA SAS,451,0
2023,1,GLOBENET CABOS SUBMARINOS COLOMBIA S.A.S.,30,0
2023,1,TELENET DATOS.NET S.A.S,504,"0,01"
2023,1,RED-DOOPLER SAS,289,0
2022,4,INTERWORLD COMUNICACIONES SAS,68,0
2023,1,AYSATEC TELECOMUNICACIONES S.A.S.,3194,"0,04"
2022,3,INTERWORLD COMUNICACIONES SAS,68,0
2023,1,INGENIERIA ELECTRONICA COLOMBIANA S A S,39,0
2023,1,CYD COMUNICACIONES SAS,857,"0,01"
2022,2,UNE EPM TELECOMUNICACIONES S.A.,1776438,"20,41"
2023,1,POLINET TELECOMUNICACIONES COLOMBIA SAS,555,"0,01"
2023,1,TELECOMUNICACIONES RYV SAS,10,0
2023,1,OK COMUNICACIONES SERVICIOS DE INGENIERIA Y REDES SAS,40,0
2022,1,SISTEMAS Y TELECOMUNICACIONES DEL ORIENTE SAS,26241,"0,3"
2023,1,INTERCONEXIONES ARBOLEDA SAS,54,0
2022,4,INTERCONNECT THE WEB SAS,24,0
2023,1,COCOM S.A.S,1562,"0,01"
2023,1,ESPACIOS Y REDES SAS,7,0
2023,1,MACRODESK COMUNICACIONES S.A.S,589,0
2023,1,ASOCIACION DE TELEVIDENTES DE MANI,130,0
2023,1,BANSAT S.A.,281,0
2023,1,SERVICIOS TECNOLOGICOS ICOMREDES S.A.S,594,"0,01"
2020,4,INTEGRATEC COMUNICACIONES S.A.S,188,0
2023,1,ASOCIACION ANTENA PARABOLICA AMAGA,828,"0,01"
2023,1,INTERMEGAMUNDO PARTNERS SAS,846,"0,01"
2023,1,REINA CONEXION S.A.S.,241,0
2023,1,GIGA FIBRA SAS,1130,"0,01"
2023,1,ADN TELECOMUNICACIONES S.A.S,10,0
2023,1,MUNDORED TELECOMUNICACIONES S.A.S.,6,0
2022,4,FIBERNET ISP ZOMAC SAS,427,0
2023,1,SISTCO SISTEMAS Y COMUNICACIONES SAS,121,0
2023,1,TERANET DE COLOMBIA S.A.S,709,"0,01"
2023,1,MUNDO CAM S.A.S.,189,0
2023,1,NARENET S.A.S ZOMAC,484,"0,01"
2023,1,COOPERATIVA MULTIACTIVA DE BORRERO AYERBE,458,"0,01"
2023,1,COSTELCOM S.A.S.,642,"0,01"
2023,1,COMSSET COMUNICACIONES SAS,2808,"0,03"
2023,1,"INDETEL INGENIEROS, ASESORES Y SOLUCIONES S.A.S",360,0
2022,1,REGIONAL DE SERVICIOS DE TELECOMUNICACIONES ZOMAC S.A.S,2974,"0,03"
2022,1,APT TELECOMUNICACIONES,662,"0,01"
2023,1,MIKROTECK S.A.S.,306,0
2022,1,PUNTO RED TELECOMUNICACIONES S.A.S,1767,"0,02"
2020,4,SIGMA TELECOMUNICACIONES SAS,549,"0,01"
2023,1,RESOLUTIVA EMPRESA DE SOLUCIONES S.A.S.,21,0
2021,3,GLOBICNET S.A.S,44,0
2023,1,MEG@NET TVCOMUNICACIONES S.A.S,1018,"0,01"
2023,1,LEOWISP SAS,49,0
2023,1,ZAFIRO TELECOMUNICACIONES SAS,113,0
2023,1,SITELINKS SAS,708,0
2023,1,NISSINET TELECOMUNICACIONES SAS,732,"0,01"
2023,1,MEDIACAST BROADBAND SAS,898,"0,01"
2023,1,FORERO & CIA COMUNICACIONES S.A.S.,2931,"0,03"
2023,1,FIVE BROTHERS S.A.S,3,0
2023,1,COMPA�IA COLOMBIANA DE TELECOMUNICACIONES SAS,1305,"0,01"
2023,1,SPEED RED.NET S.A.S,203,0
2023,1,CABLETAME S A S,6564,"0,07"
2023,1,TECHNOLOGY CONNECTION INC S.A.S.,92,0
2023,1,INTERNETRURAL DEL VALLE S.A.S,85,0
2023,1,C & C VISION S.A.S.,4400,"0,05"
2023,1,GTD COLOMBIA S.A.S.,543,0
2023,1,SPACE COMUNICACIONES S.A.S.,2187,"0,02"
2023,1,INTTERNAUTA SAS,32,0
2023,1,TECNOFUTURO 25 S.A.S,15,0
2022,1,ROYALNET TELECOMUNICACIONES SAS,1282,"0,01"
2023,1,INZANET SAS,1605,"0,02"
2023,1,ASOCIACION CONCEPCION TELECOMUNICACIONES,206,0
2023,1,UBIT NETWORKS S.A.S,259,0
2022,1,TV COLOMBIA DIGITAL SAS,8193,"0,1"
2022,3,ESPACIOS Y REDES SAS,17,0
2023,1,ARPANETMEDELLIN S.A.S,93,0
2023,1,CLICKHD,3258,"0,03"
2023,1,FACIL COMUNICACIONES SAS,329,0
2023,1,IP RED LTDA.,1173,"0,01"
2023,1,RED-INALSOLUCIONES SAS,403,0
2022,3,INTERNEXA S.A E.S.P.,285,0
2021,1,CABLE EXPRESS DE COLOMBIA LTDA,834,"0,01"
2023,1,NATIONAL INTERDATA S.A.S.,100,0
2023,1,TEKCOM TECNOLOGIA Y COMUNICACIONES SAS,978,"0,01"
2023,1,WIMAX S.A.S ZOMAC,7,0
2022,1,VIVO TELECOMUNICACIONES S.A.S.,824,"0,01"
2023,1,ALNET TELECOMUNICACIONES S.A.S,14,0
2023,1,NET&COM LTDA.,160,0
2023,1,CPM TELECOMUNICACIONES S.A.S,186,0
2023,1,FCF COMUNICACIONES S.A.S.,1757,"0,02"
2023,1,SYSNETWORK NETSA SAS,648,"0,01"
2022,4,EYON RV S.A.S,105,0
2022,3,TSG THE IT EXPERTS SAS,50993,"0,58"
2022,4,CABLEMAS S.A.S,17770,"0,19"
2023,1,TV MOJANA S.A.S,466,"0,01"
2023,1,CABLEFUTURO TV S.A.S,3312,"0,03"
2023,1,SINTEL WISP S.A.S,799,"0,01"
2023,1,TECNOSERVICOM S.A.S.,195,0
2023,1,POWERLINK SERVICES SAS,143,0
2023,1,FIBERLINKNETWORKS S.A.S,9405,"0,1"
2023,1,DAC INGENIERIAS Y CONSULTORIAS S.A.S,4,0
2022,4,ASONET COLOMBIA LTDA,4585,"0,05"
2023,1,OV TV TELECOMUNICACIONES SAS,1115,"0,01"
2022,2,SINURED SOLUCIONES S.A.S.,434,0
2023,1,NETWORKS INTERCONNECTED BY EXPERTS COMUNICACIONES S.A.S,1161,"0,01"
2023,1,INTELCOM CALI SAS,724,"0,01"
2023,1,SOLUCIONES TECNICAS INTEGRALES EN TELECOMUNICACIONES S.A.S.,52,0
2023,1,FIBRAZO S.A.S,543,"0,01"
2023,1,FIBRARED PLUS TELECOMUNICACIONES S.A.S.,690,"0,01"
2023,1,TV AZTECA SUCURSAL COLOMBIA,243,0
2023,1,REDES Y TELECOMUNICACIONES INGENIER�A SAS,132,0
2023,1,PITEL ALTA VELOCIDAD SAS ZOMAC,104,0
2022,2,INTERNEXA S.A E.S.P.,247,0
2023,1,MANIVISION S.A.S,226,0
2022,2,INTERCONNECT THE WEB SAS,40,0
2023,1,@DIGITAL GROUP SAS,447,0
2023,1,ORIENTE M�O TELECOMUNICACIONES S.A.S ZOMAC,2741,"0,03"
2023,1,GRUPO SINET SAS,319,0
2022,4,SERVISOLUCIONES J.M. S.A.S.,20,0
2023,1,INTELNEXT SAS,194,0
2023,1,GRUPO COLIBRI S.A.S,1163,"0,01"
2023,1,TECOLRADIO TECNOLOGIA COLOMBIANA DE RADIO COMUNICACIONES E.U.,154,0
2023,1,INGENIANET SAS,238,0
2023,1,ALK NET LTDA,2686,"0,03"
2023,1,ORION COMUNICACIONES CHOACHI SAS,560,"0,01"
2023,1,DSP SOLUCIONES SAS,55,0
2022,1,COOPERATIVA MULTIACTIVA DE SERVICIOS INTEGRALES COOSUMA SIGLA COOSUMA,236,0
2023,1,TELEPROMTV SAS,865,"0,01"
2022,1,INTEGRATEC COMUNICACIONES S.A.S,390,0
2022,3,DEVELOPMENT OF BIG TECHNOLOGIES - DOBIT S.A.S.,125,0
2023,1,CIBER-NET-ALIDAD SAS,842,"0,01"
2023,1,MEGAENLACES SAS,498,"0,01"
2023,1,SERVICIOS SMAI GROUP S.A.S.,704,"0,01"
2022,3,INTERCONNECT THE WEB SAS,39,0
2023,1,ENSOTEL S.A.S,325,0
2023,1,MEDIATEL TELECOMUNICACIONES SAS,381,0
2023,1,ENSATELL S.A.S,20,0
2023,1,INTERESTELAR TELECOMUNICACIONES SAS,59,0
2023,1,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,5821,"0,06"
2023,1,REDES DIGITALES SAN CARLOS SAS,462,"0,01"
2022,1,TSG THE IT EXPERTS SAS,50057,"0,58"
2023,1,HYH COMUNICACIONES S.A.S,19,0
2023,1,STC COMUNICACIONES S. A. S.,2,0
2023,1,MEGANET TELECOMUNICACIONES S.A.S,262,0
2023,1,METRONET COLOMBIA SAS,64,0
2023,1,INTER FIBRA SAS E.S.P.,51,0
2023,1,TV COLOMBIA DIGITAL SAS,11504,"0,12"
2023,1,INTERNATIONAL SECURITY NETWORKS S.A.S,88,0
2023,1,SUSETELCO S.A.S,782,"0,01"
2023,1,MAX TV SAS,2533,"0,03"
2023,1,RADIO FRECUENCIA COMUNICACIONES S A S,885,"0,01"
2023,1,INSITEL S.A.S.,16164,"0,18"
2023,1,ERT SA ESP,4115,"0,05"
2023,1,INVERSIONES Y COMUNICACIONES R.M. SAS,2472,"0,03"
2023,1,ACERDI SOLUCIONES INTELIGENTE S.A.S,348,0
2023,1,LIBRE COMUNICACIONES SAS,2668,"0,03"
2023,1,ISPA TELECOMUNICACIONES S.A.S,129,0
2023,1,JHEDA COMUNICACIONES SAS,263,0
2023,1,IDB FIBRA S.A.S,349,0
2022,2,ZONA WIFI INTERNETJHONF S.A.S,90,0
2023,1,THE SPRING SOLUTIONS S.A.S,206,0
2023,1,BARAK TECNOLOGIA INFORMACION Y COMUNICACIONES SAS,2873,"0,03"
2023,1,GER CONNECTION S.A.S,28,0
2022,1,KALU DE COLOMBIA SAS,3516,"0,04"
2023,1,CATV NETWORK LATAM S.A.S,1043,"0,01"
2023,1,ZULDEMAYDA COMUNICACIONES,154,0
2023,1,PUNTO-WAN S.A.S.,19,0
2022,1,CONECTANDO FRONTERAS S.A.S,1530,"0,02"
2023,1,ALIADOS EN COMUNICACIONES NET S.A.S.,1559,"0,02"
2023,1,INFRATEL COMUNICACIONES SAS,604,"0,01"
2022,1,AYSATEC TELECOMUNICACIONES S.A.S.,3054,"0,03"
2022,3,COGENT COLOMBIA S.A.S,3,0
2023,1,PEOPLE NET. TELECOMUNICACIONES Y TECNOLOGIA S.A.S,308,0
2023,1,SINERGY SOLUCIONES INTEGRALES S.A.S,5893,"0,07"
2023,1,CORPORACION DE TELECOMUNICACIONES MARIALABAJA,1248,"0,01"
2022,1,REDES INTERACTIVAS GROUP SAS,1277,"0,01"
2023,1,O4IT COLOMBIA LTDA,34,0
2023,1,WISPER COMUNICACIONES S.A.S.,1079,"0,01"
2023,1,CONECTAMOS SOLUCIONES S.A.S,912,"0,01"
2023,1,@VISION TV S.A.S,5,0
2023,1,OCCITEL TELECOMUNICACIONES SAS,275,0
2023,1,G&C REDES S.A.S,504,"0,01"
2023,1,1NITEC S.A.S.,113,0
2023,1,TECNOWISP S.A.S,9,0
2023,1,EGA COMUNICACIONES S.A.S.,73,0
2023,1,CONECTIC TELECOMUNICACIONES S.A.S,6118,"0,07"
2023,1,RED CONECTADOS DEL CAUCA SAS,47,0
2023,1,SERVICTEK S.A.S,73,0
2023,1,SMART.NET TELECOMUNICACIONES SAS,159,0
2023,1,TV SANV SAS,14855,"0,17"
2022,1,TECNONET COMUNICACIONES SAS.,74,0
2022,4,SERVICIOS TECNOLOGICOS DEL CHOCO S.A.S,35,0
2023,1,INFINITICS S.A.S.,1,0
2023,1,RACOM S.A.S. REDES Y ASESORIAS EN COMUNICACIONES,439,0
2023,1,ASOCIACION DE COPROPIETARIOS DE LA ANTENA PARABOLICA DE GACHANCIPA,554,"0,01"
2022,3,SOTO RED S.A.S.,439,0
2022,4,ANS COMUNICACIONES LTDA,21,0
2023,1,COMUNICACIONES Y SERVICIOS BRIYOVI S.A.S.,2538,"0,03"
2022,4,TSG THE IT EXPERTS SAS,51422,"0,59"
2023,1,SOL CABLE VISION S. A. S. - E. S. P.,679,"0,01"
2022,4,PUNTO RED TELECOMUNICACIONES S.A.S,1983,"0,02"
2023,1,GPM ELECTROCOM S.A.S.,629,"0,01"
2022,4,TEVECOM SAS,2047,"0,02"
2023,1,ROYALNET TELECOMUNICACIONES SAS,1745,"0,02"
2023,1,GLOBAL DE SERVICIOS COMPANY S.A.S,27,0
2023,1,AMO COMUNICACIONES S.A.S.,691,"0,01"
2022,1,TEVECOM SAS,631,0
2023,1,EXODO 20 FIBRA OPTICA S.A.S.,566,"0,01"
2023,1,TICLINE S.A.S.,9,0
2022,4,DIGITAL COAST S.A.S.,3462,"0,04"
2023,1,GLOBAL WEB1 S.A.S,503,"0,01"
2023,1,UBIPREL S.A.S,1470,"0,02"
2023,1,ULTRANET COLOMBIA S.A.S,400,0
2023,1,ACERONETTV SOCIEDAD POR ACCIONES SIMPLIFICADA,381,0
2023,1,TV SUR COLOMBIA S.A.S,304,0
2023,1,REDESBOL.TV SAS,245,0
2023,1,DEVELOPMENT OF BIG TECHNOLOGIES - DOBIT S.A.S.,126,0
2023,1,LEGON TELECOMUNICACIONES S.A.S.,30799,"0,33"
2022,3,DIGITAL COAST S.A.S.,2571,"0,03"
2023,1,PACIFIC LINK SAS,4,0
2022,2,EDATEL S.A.,152522,"1,75"
2023,1,AROS COMUNICACIONES LIMITADA,1485,"0,02"
2023,1,CABLENETBAG S.A.S,1286,"0,01"
2023,1,COMPUNETWORK RENTING S.A.S,25,0
2023,1,KERUV TELECOMUNICACIONES S.A.S,94,0
2023,1,NET2COM SAS,959,"0,01"
2022,4,ANDITEL S.A.S,25,0
2023,1,INNOVACION & TELECOMUNICACIONES S.A.S,685,"0,01"
2023,1,WINET TELECOMUNICACIONES E INGENIER�A S.A.S. ZOMAC,1417,"0,02"
2023,1,SOLINGWEB. NET S.A.S.,29,0
2023,1,TV MAR COMUNICACIONES S.A.S.,637,"0,01"
2023,1,SYK SOLUCIONES SAS,703,"0,01"
2023,1,INTERPACIFICO COMUNICACIONES S.A.S. BIC,200,0
2023,1,M@STV PRODUCCIONES SAS,22841,"0,25"
2023,1,SERVICIOS PUNTO AZUL COMUNICACIONES S.A.S.,686,"0,01"
2022,4,INFINIT FLOW S.A.S.,81,0
2023,1,ENLACES.NET.HUILA SAS,8,0
2023,1,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,4470,"0,05"
2023,1,CONECTADOS TELECOMUNICACIONES S.A.S,38,0
2023,1,SERVISKYNET TELECOMUNICACIONES S.A.S.,209,0
2023,1,SISTEMAS AVANZADOS EN TELECOMUNICACIONES S.A.S,4290,"0,04"
2023,1,HOLA WE DIGITAL S.A.S,1092,"0,01"
2023,1,INTERNET AL CAMPO S.A.S.,437,0
2022,2,SERVIRED 3D SAS,624,0
2023,1,REDES DEL VALLE POR COLOMBIA S.A.S,183,0
2023,1,SIGMA TELECOMUNICACIONES SAS,550,"0,01"
2023,1,SPECTRA TELECOMUNICACIONES SAS,1282,"0,01"
2023,1,CABLE SAS,2159,"0,02"
2023,1,AMERICANA DE TECNOLOGIA Y COMUNICACIONES SAS,5368,"0,06"
2023,1,REGIONAL DE SERVICIOS DE TELECOMUNICACIONES ZOMAC S.A.S,1290,"0,01"
2023,1,TESLANET SISTEMAS ELECTRICOS ELECTRONICOS Y TELECOMUNICACIONES S.A.S,268,0
2023,1,TV GAITAN TELECOMUNICACIONES S.A.S,472,"0,01"
2023,1,ANTNET COMUNICACIONES S.A.S.,448,0
2022,2,INFOTERRA S.A.S,258,0
2023,1,GARAING S.A.S.,77,0
2023,1,KIRA ISP S.A.S.,456,0
2023,1,SERVIRED COMUNICACIONES S.A.S,332,0
2023,1,C A RADIOCOMUNICACIONES E U,100,0
2023,1,EMPRESA DE TELECOMUNICACIONES DE PALMIRA ETP S.A.S.,519,"0,01"
2023,1,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,8026,"0,09"
2023,1,FASTNET INTERNET PARA TODOS S.A.S,401,0
2022,1,BARAK TECNOLOGIA INFORMACION Y COMUNICACIONES SAS,2402,"0,03"
2023,1,COLRED INGENIERIA S.A.S,169,0
2023,1,CLICK-CONECTIVIDAD SIN FRONTERAS S.A.S,1348,"0,01"
2023,1,REDES INTEGRALES DE TELECOMUNICACIONES AYG SAS,2609,"0,03"
2023,1,COMUNICACIONES MARFE SOCIEDAD POR ACCIONES SIMPLIFICADA,416,0
2023,1,PCNET.COM S.A.S,1904,"0,02"
2023,1,RIONET.CO S.A.S,7,0
2023,1,INNOVANET COMUNICACIONES S.A.S,16,0
2023,1,WALIX S.A.S.,3603,"0,04"
2023,1,VITEL COMUNICACIONES NET SAS,956,"0,01"
2023,1,INTERCOL WISP S.A.S.,2365,"0,03"
2022,3,REDES INTERACTIVAS GROUP SAS,1308,"0,01"
2023,1,TELENETDATOS.COM S.A.S,936,"0,01"
2022,1,TELCOBRAS S.A.S.,20,0
2023,1,EXPRES SISTEMAS COMUNICACIONES SAS,35,0
2022,1,2RED INTERNET REDES Y HOSTING LTDA,4908,"0,05"
2023,1,ASOCIACION DE ANTENA PARABOLICA  COMUNITARIA SIN ANIMO DE LUCRO SAN ROQUE,505,"0,01"
2023,1,CON�CTATE TELECOMUNICACIONES S.A.S,266,0
2023,1,CABLE EXPRESS DE COLOMBIA LTDA,1508,"0,02"
2023,1,CABLE YUMA SAS,702,"0,01"
2022,4,CALDAS DATA COMPANY LTDA CADCOM,4819,"0,05"
2023,1,FAMILY NETWORK S.A.S,4,0
2022,2,INTELRED GROUP SAS,1667,"0,02"
2023,1,TIERRANET S.A.S.,755,"0,01"
2023,1,CISNEROS TELECOMUNICACIONES S.A.S,234,0
2022,1,VITACOM DE COLOMBIA SAS,37,0
2023,1,TV ZONA BANANERA S.A.S,240,0
2023,1,CORES COMUNICACIONES SAS,152,0
2023,1,ACTIVATE.WEB S.A.S,92,0
2023,1,WIRELESS COLOMBIA S.A.S.,4010,"0,05"
2023,1,COMPUSEB SOLUTIONS SAS,667,"0,01"
2023,1,MERCANET SAS,79,0
2022,1,COLOMBIATEL TELECOMUNICACIONES S.A.S.,5940,"0,07"
2023,1,IMALLI COMUNICACIONES SAS,263,0
